main loop,capture device,detect Hands,draw Hands,show keyboards,parse landmarks,pressed buttons,create music frame,play music frame,calculate FPS,show image
0.6562166999999999,0.4942470000000001,0.07406299999999977,0.000942699999999963,0.0029117000000002946,3.849999999960829e-05,0.0003373999999998212,7.000000001866624e-07,5.00000000069889e-07,5.809999999994986e-05,0.06033389999999983
0.1034288000000001,0.0008447999999998679,0.09637470000000015,0.000636800000000104,0.0027133000000003626,4.080000000028505e-05,0.0003403999999997964,5.999999999062311e-07,7.000000001866624e-07,4.600000000021254e-05,0.000819499999999973
0.053446100000000385,0.0008927000000000795,0.04641669999999998,2.3999999996249244e-06,0.002721199999999868,6.5999999998567205e-06,2.2999999997885823e-06,8.000000000230045e-07,8.999999998593466e-07,5.750000000004363e-05,0.0011054999999999815
0.03675870000000003,0.0008683999999998804,0.02746399999999971,3.7999999999982492e-06,0.0038597000000000214,2.9999999999752447e-06,3.200000000092018e-06,9.999999996956888e-07,7.000000001866624e-07,5.599999999983396e-05,0.0011814000000001101
0.04854819999999993,0.0010547999999999114,0.03992970000000007,4.4000000003485695e-06,0.004546299999999892,3.3000000003724494e-06,3.099999999811587e-06,1.09999999997612e-06,8.999999998593466e-07,7.680000000043208e-05,0.0007673999999999737
0.054947399999999647,0.0011179999999999524,0.04744459999999995,3.5000000000451337e-06,0.0033159000000000383,2.8000000003025605e-06,2.4999999999053557e-06,8.999999998593466e-07,8.000000000230045e-07,6.349999999999412e-05,0.0007926999999998685
0.08026460000000002,0.0010911000000000115,0.07381219999999988,3.699999999717818e-06,0.0028177999999998704,2.600000000185787e-06,2.4000000000690136e-06,8.000000000230045e-07,8.000000000230045e-07,5.170000000020991e-05,0.0008979999999998434
0.13578749999999973,0.0008422000000001262,0.06356629999999974,0.0012443999999995903,0.0027862999999999083,6.4000000000064e-05,0.0006791999999999909,1.09999999997612e-06,0.06381879999999995,0.000124000000000013,0.0007182999999999495
0.10702550000000022,0.0012267999999999724,0.0968871,0.0022459999999999702,0.0027210000000001955,7.869999999998711e-05,0.0009610000000002117,1.3999999999292356e-06,0.00046720000000011197,6.329999999987734e-05,0.0008097000000000243
0.08130320000000024,0.00086990000000009,0.0709496999999999,0.0012876000000003884,0.00271739999999987,6.730000000043646e-05,0.0006719999999997839,1.1999999998124622e-06,0.000686400000000198,5.640000000006751e-05,0.0008372000000003155
0.0938289999999995,0.003248400000000373,0.0822687000000002,0.0018321999999999505,0.003154799999999902,6.769999999978182e-05,0.0007615999999996959,1.600000000046009e-06,5.999999999062311e-07,5.5099999999974614e-05,0.0007827000000002471
0.08561510000000006,0.0011441999999997066,0.0757809000000007,0.0014957000000004328,0.0030866000000004945,6.15999999995509e-05,0.0011089000000001903,1.1000000004202093e-06,5.5999999997169425e-06,5.0699999999181955e-05,0.0011689999999999756
0.08317979999999991,0.0009929999999993555,0.07372129999999988,0.001500599999999963,0.003474299999999708,7.980000000085141e-05,0.0007857000000006664,1.3000000000928935e-06,7.000000001866624e-07,4.930000000058499e-05,0.0007608000000001169
0.09034919999999946,0.0010114000000003287,0.07181660000000001,0.006903400000000559,0.006689599999999629,0.00011760000000027304,0.001110999999999862,2.099999999671809e-06,7.999999995789153e-07,4.940000000086542e-05,0.0007906000000001967
0.10145940000000042,0.0010700000000003485,0.09025280000000002,0.0019663000000003095,0.0031605999999992918,8.400000000019503e-05,0.0010925000000003848,1.4999999997655777e-06,0.0009369000000001293,0.00011790000000022616,0.0009750000000003922
0.11226830000000021,0.002027000000000001,0.09979030000000044,0.002481699999999698,0.0032967000000008184,9.220000000009776e-05,0.0011482000000002657,1.4999999997655777e-06,0.0008241999999993865,6.390000000067175e-05,0.0009095000000005626
0.11845309999999998,0.001299799999999962,0.10557069999999946,0.00258940000000063,0.0028087000000001083,0.00010030000000060824,0.0013847999999994087,1.7999999997186933e-06,0.0009527000000000285,6.10999999999251e-05,0.0012708999999997417
0.08961030000000036,0.0009737000000002993,0.08035879999999995,0.002032100000000092,0.002836900000000142,9.060000000005175e-05,0.001069399999999554,1.7999999997186933e-06,5.799999999389627e-06,5.05999999997897e-05,0.0007652000000000214
0.1356660999999999,0.0008563999999999794,0.12169749999999979,0.0036225999999999203,0.0033322000000000074,0.00015629999999955402,0.0019961999999997815,2.19999999995224e-06,0.0009411000000003611,6.180000000011177e-05,0.0009128999999994392
0.1278516000000005,0.0011461999999999861,0.11560620000000021,0.0027093000000002476,0.0029269000000002876,0.000111200000000089,0.0013328000000001339,1.7999999997186933e-06,0.0012074000000001917,5.3000000000302805e-05,0.0009094999999996745
0.13899089999999958,0.0016617999999999356,0.12232170000000053,0.0025732000000004973,0.0027181000000000566,0.00012940000000050134,0.0014655000000001195,2.099999999671809e-06,0.0010212000000002774,4.9200000000304556e-05,0.0015123999999993032
0.1795852999999994,0.002040899999999901,0.16143590000000074,0.004329799999999828,0.002882500000000121,0.00016670000000029717,0.002560800000000363,2.099999999671809e-06,0.0009272999999998532,5.5800000000161276e-05,0.0014085000000001457
0.1639785000000007,0.0019225000000000492,0.14063859999999995,0.011272499999999575,0.00443640000000034,0.00020829999999971704,0.0020484000000005054,2.9000000001389026e-06,0.00046059999999936707,8.510000000061524e-05,0.0006987000000000521
0.1967876999999998,0.0009996000000001004,0.1807944999999993,0.004645799999999589,0.0027135999999998717,0.0001758999999994515,0.00253559999999986,2.4999999999053557e-06,0.001532599999999995,8.980000000047283e-05,0.0008368000000000819
0.14692119999999953,0.002464300000000641,0.1312313999999999,0.0041007999999997935,0.0027432000000002787,0.00016990000000038918,0.002254999999999896,2.099999999671809e-06,0.0011407999999999419,5.6800000000301054e-05,0.0008533000000001678
0.1619427,0.0011269000000000418,0.14641989999999971,0.004192199999999424,0.003156099999999995,0.00016559999999987696,0.0022131999999999152,2.099999999671809e-06,0.0020215999999999568,5.429999999950752e-05,0.0008447000000000315
0.15336269999999974,0.001362400000000541,0.1362849000000006,0.005466000000000193,0.0030978000000008166,0.00016310000000085978,0.002188600000000207,2.19999999995224e-06,0.001980600000000443,6.349999999955003e-05,0.0008624999999993221
0.16235219999999995,0.0027428999999994375,0.1419522999999998,0.004621199999999881,0.002852899999999714,0.00016399999999983095,0.0023599999999994736,2.4999999999053557e-06,0.0031175999999994986,0.0005421999999999372,0.0010513000000003103
0.16616700000000062,0.002026700000000048,0.1491372000000002,0.0045511999999998665,0.002961999999999243,0.000168299999999455,0.0023837000000002107,2.19999999995224e-06,0.0011498000000003117,5.499999999969418e-05,0.0011609000000003533
0.1412779000000004,0.0010810000000001097,0.12609340000000024,0.004708799999999513,0.002645700000000417,0.0001677999999998292,0.0022730000000006356,2.19999999995224e-06,0.0015351000000007886,0.0001375999999995159,0.0008123999999991582
