main loop,capture device,detect Hands,draw Hands,show keyboards,parse landmarks,pressed buttons,create music frame,play music frame,calculate FPS,show image
0.6023433000000002,0.5213079,0.03697669999999986,3.5999999998814758e-06,0.002703799999999923,3.200000000092018e-06,2.599999999741698e-06,1.000000000139778e-06,7.000000001866624e-07,7.239999999963942e-05,0.03615750000000029
0.038854399999999956,0.0009497000000000533,0.03282749999999979,6.700000000137152e-06,0.002765399999999918,2.3000000002326715e-06,2.700000000022129e-06,6.999999997425732e-07,7.000000001866624e-07,4.869999999979058e-05,0.0007406000000003132
0.045455800000000046,0.000988299999999942,0.03452169999999999,2.9999999999752447e-06,0.0037297999999998943,8.600000000136276e-06,7.5999999999964984e-06,1.8000000001627825e-06,2.100000000115898e-06,0.00011949999999982808,0.0024728000000000527
0.042830499999999994,0.0009849000000001773,0.035993699999999684,3.2999999999283602e-06,0.00304379999999993,3.2999999999283602e-06,2.700000000022129e-06,1.09999999997612e-06,8.000000000230045e-07,8.249999999998536e-05,0.0009703999999999269
0.050499199999999966,0.0010373000000001298,0.03779600000000016,1.5499999999946112e-05,0.007583499999999965,3.699999999717818e-06,4.000000000115023e-06,1.3000000000928935e-06,1.3000000000928935e-06,0.00012499999999970868,0.0008905000000001273
0.03751250000000006,0.0014213000000000697,0.030103400000000224,5.000000000254801e-06,0.0036821999999996358,2.700000000022129e-06,2.4999999999053557e-06,9.000000003034359e-07,7.000000001866624e-07,6.139999999987822e-05,0.0007465999999998196
0.034400999999999904,0.000941099999999917,0.028467800000000043,4.099999999951365e-06,0.002741400000000116,2.9999999999752447e-06,2.3000000002326715e-06,6.999999997425732e-07,8.000000000230045e-07,6.4000000000064e-05,0.0007562000000000957
0.03407720000000003,0.000938699999999848,0.028021700000000038,2.4000000000690136e-06,0.002667299999999706,2.600000000185787e-06,2.3000000002326715e-06,8.999999998593466e-07,8.000000000230045e-07,6.100000000008876e-05,0.0009423000000001736
0.03446320000000025,0.0008895999999998239,0.02831579999999967,2.599999999741698e-06,0.002849199999999996,2.600000000185787e-06,1.9999999998354667e-06,1.1999999998124622e-06,7.000000001866624e-07,6.219999999990122e-05,0.0006748000000000864
0.03608100000000025,0.0012017000000001943,0.029285000000000228,2.3000000002326715e-06,0.003091799999999978,2.700000000022129e-06,2.9999999999752447e-06,8.000000000230045e-07,8.999999998593466e-07,5.319999999997549e-05,0.0009585999999996986
0.03629299999999969,0.0010825999999997116,0.028742400000000057,3.700000000161907e-06,0.0032434999999999548,3.2999999999283602e-06,2.9000000001389026e-06,1.000000000139778e-06,1.09999999997612e-06,5.620000000039482e-05,0.0006943000000001476
0.03471579999999985,0.0011540999999999357,0.028293699999999866,3.100000000255676e-06,0.0029668000000002692,2.3999999996249244e-06,2.4999999999053557e-06,6.999999997425732e-07,8.000000000230045e-07,5.170000000020991e-05,0.0007375000000000576
0.03311859999999989,0.0010791999999999469,0.026699699999999993,2.4999999999053557e-06,0.0027732999999998675,3.099999999811587e-06,3.5000000000451337e-06,1.3000000000928935e-06,8.000000000230045e-07,6.28999999996438e-05,0.000981600000000249
0.03591640000000007,0.0018588000000003824,0.027737300000000076,2.2999999997885823e-06,0.003052600000000183,2.7999999998584713e-06,2.4999999999053557e-06,1.500000000209667e-06,9.000000003034359e-07,6.830000000013214e-05,0.0012925000000003628
0.034130900000000075,0.0010109000000002588,0.02675749999999999,2.4999999999053557e-06,0.0027471000000001133,2.9999999999752447e-06,2.7999999998584713e-06,1.09999999997612e-06,8.999999998593466e-07,6.559999999966593e-05,0.001980099999999929
0.042154500000000095,0.008112899999999978,0.028744300000000056,4.600000000021254e-06,0.0026700000000001722,2.599999999741698e-06,2.9000000001389026e-06,8.000000000230045e-07,6.999999997425732e-07,5.649999999990385e-05,0.0010327000000001085
0.03442849999999975,0.0008631999999999529,0.02806720000000018,3.5000000000451337e-06,0.0029330999999999108,2.599999999741698e-06,2.19999999995224e-06,1.000000000139778e-06,7.000000001866624e-07,6.219999999990122e-05,0.0009803999999999924
0.03451110000000002,0.0008887000000004086,0.028442400000000312,5.4999999998806e-06,0.002695000000000114,2.4000000000690136e-06,2.19999999995224e-06,8.999999998593466e-07,9.999999996956888e-07,6.420000000018078e-05,0.0008944999999997982
0.03479540000000014,0.0009269999999999001,0.02859349999999994,2.4999999999053557e-06,0.002865399999999685,3.4000000002087916e-06,2.599999999741698e-06,8.000000000230045e-07,1.1999999998124622e-06,6.480000000008701e-05,0.0008377000000003854
0.03422430000000043,0.0013653000000002358,0.027464799999999734,4.800000000138027e-06,0.002767799999999987,6.200000000067263e-06,2.700000000022129e-06,8.999999998593466e-07,8.000000000230045e-07,6.299999999992423e-05,0.000880299999999945
0.03850610000000021,0.0017184999999999562,0.02736889999999992,2.4999999999053557e-06,0.002784899999999979,3.100000000255676e-06,2.8000000003025605e-06,8.999999998593466e-07,8.000000000230045e-07,6.520000000032056e-05,0.0012060999999996547
0.04289200000000015,0.001925400000000188,0.03591699999999998,2.3000000002326715e-06,0.0027778000000000524,2.19999999995224e-06,2.600000000185787e-06,8.999999998593466e-07,8.000000000230045e-07,5.670000000002062e-05,0.0007576000000000249
0.036795599999999595,0.001056300000000121,0.029183199999999854,3.9000000002786805e-06,0.0032521999999999274,3.199999999647929e-06,2.600000000185787e-06,9.999999996956888e-07,9.000000003034359e-07,5.5699999999880845e-05,0.0008824999999998973
0.03649770000000041,0.0008612999999999538,0.029094399999999965,5.699999999997374e-06,0.004225899999999783,3.299999999484271e-06,3.099999999811587e-06,1.1000000004202093e-06,1.1999999998124622e-06,6.179999999922359e-05,0.0007497000000000753
0.0367538000000005,0.0009033000000000513,0.03029919999999997,3.000000000419334e-06,0.0032280000000000086,2.19999999995224e-06,2.299999999344493e-06,7.000000001866624e-07,1.000000000139778e-06,5.2399999999508395e-05,0.0007235000000003211
0.037131299999999534,0.0009511999999993748,0.030606900000000437,3.9999999996709334e-06,0.003251299999999624,2.69999999957804e-06,2.600000000185787e-06,1.000000000139778e-06,8.999999998593466e-07,6.590000000006313e-05,0.0007235999999997134
